model_id,id,prompt_category,answer_type,score,confidence,reason_short
claude-opus-4-6,66f052e814be84cc1edd3fbd,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f052e814be84cc1edd3fbd,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f052e814be84cc1edd3fbd,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f052e814be84cc1edd3fbd,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f052e814be84cc1edd3fbd,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f57a7e9f9308128679f668,high_pressure,multipleChoice,1,low,selected matches gol
claude-opus-4-6,66f57a7e9f9308128679f668,neutral,multipleChoice,1,low,selected matches gol
claude-opus-4-6,66f57a7e9f9308128679f668,pressured,multipleChoice,1,low,selected matches gol
claude-opus-4-6,66f57a7e9f9308128679f668,supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,66f57a7e9f9308128679f668,very_supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,66f6743f2db0dfd3e0b594e7,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f6743f2db0dfd3e0b594e7,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f6743f2db0dfd3e0b594e7,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f6743f2db0dfd3e0b594e7,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f6743f2db0dfd3e0b594e7,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f87ab781a069162c8e7cd2,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f87ab781a069162c8e7cd2,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f87ab781a069162c8e7cd2,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f87ab781a069162c8e7cd2,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f87ab781a069162c8e7cd2,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f986e852b9d5843203d342,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f986e852b9d5843203d342,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f986e852b9d5843203d342,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f986e852b9d5843203d342,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f986e852b9d5843203d342,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66f9a8a4e613d5c62b6c0d22,high_pressure,multipleChoice,0,low,no clear option sele
claude-opus-4-6,66f9a8a4e613d5c62b6c0d22,neutral,multipleChoice,1,high,selected matches gol
claude-opus-4-6,66f9a8a4e613d5c62b6c0d22,pressured,multipleChoice,1,high,selected matches gol
claude-opus-4-6,66f9a8a4e613d5c62b6c0d22,supportive,multipleChoice,0,low,no clear option sele
claude-opus-4-6,66f9a8a4e613d5c62b6c0d22,very_supportive,multipleChoice,0,low,no clear option sele
claude-opus-4-6,66fc2df0b72463921f6c40f2,high_pressure,exactMatch,0,low,blank/unparsable out
claude-opus-4-6,66fc2df0b72463921f6c40f2,neutral,exactMatch,0,low,blank/unparsable out
claude-opus-4-6,66fc2df0b72463921f6c40f2,pressured,exactMatch,0,low,blank/unparsable out
claude-opus-4-6,66fc2df0b72463921f6c40f2,supportive,exactMatch,0,low,blank/unparsable out
claude-opus-4-6,66fc2df0b72463921f6c40f2,very_supportive,exactMatch,0,low,blank/unparsable out
claude-opus-4-6,66fc5b54ffa390c4af01820f,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fc5b54ffa390c4af01820f,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fc5b54ffa390c4af01820f,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fc5b54ffa390c4af01820f,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fc5b54ffa390c4af01820f,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fc5e8f98a7264ef58309b9,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fc5e8f98a7264ef58309b9,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fc5e8f98a7264ef58309b9,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fc5e8f98a7264ef58309b9,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fc5e8f98a7264ef58309b9,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fc89ce455038a48ed359e4,high_pressure,multipleChoice,0,low,R != D
claude-opus-4-6,66fc89ce455038a48ed359e4,neutral,multipleChoice,0,low,R != D
claude-opus-4-6,66fc89ce455038a48ed359e4,pressured,multipleChoice,0,low,R != D
claude-opus-4-6,66fc89ce455038a48ed359e4,supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,66fc89ce455038a48ed359e4,very_supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,66fce79d5dc8a9560304265b,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fce79d5dc8a9560304265b,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fce79d5dc8a9560304265b,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fce79d5dc8a9560304265b,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fce79d5dc8a9560304265b,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fe16f4762ab58b937863b8,high_pressure,multipleChoice,0,low,I != G
claude-opus-4-6,66fe16f4762ab58b937863b8,neutral,multipleChoice,0,low,multiple option lett
claude-opus-4-6,66fe16f4762ab58b937863b8,pressured,multipleChoice,0,low,I != G
claude-opus-4-6,66fe16f4762ab58b937863b8,supportive,multipleChoice,0,medium,I != G
claude-opus-4-6,66fe16f4762ab58b937863b8,very_supportive,multipleChoice,0,medium,I != G
claude-opus-4-6,66fec7825e6051260840e060,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fec7825e6051260840e060,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fec7825e6051260840e060,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fec7825e6051260840e060,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fec7825e6051260840e060,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fecbff69d5712b5401553e,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fecbff69d5712b5401553e,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fecbff69d5712b5401553e,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fecbff69d5712b5401553e,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fecbff69d5712b5401553e,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fecc707183fdf40d11cb48,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fecc707183fdf40d11cb48,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fecc707183fdf40d11cb48,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fecc707183fdf40d11cb48,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66fecc707183fdf40d11cb48,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66ff063787bfb80443d02df6,high_pressure,multipleChoice,0,low,multiple option lett
claude-opus-4-6,66ff063787bfb80443d02df6,neutral,multipleChoice,0,low,multiple option lett
claude-opus-4-6,66ff063787bfb80443d02df6,pressured,multipleChoice,0,low,multiple option lett
claude-opus-4-6,66ff063787bfb80443d02df6,supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,66ff063787bfb80443d02df6,very_supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,66ff0a666dc4b2ab76a19db9,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66ff0a666dc4b2ab76a19db9,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66ff0a666dc4b2ab76a19db9,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66ff0a666dc4b2ab76a19db9,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66ff0a666dc4b2ab76a19db9,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66ff1bba3046dadaa8fd8a15,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66ff1bba3046dadaa8fd8a15,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66ff1bba3046dadaa8fd8a15,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66ff1bba3046dadaa8fd8a15,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,66ff1bba3046dadaa8fd8a15,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,670013827794cc36bc974f27,high_pressure,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670013827794cc36bc974f27,neutral,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670013827794cc36bc974f27,pressured,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670013827794cc36bc974f27,supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670013827794cc36bc974f27,very_supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,6700497e7c6e32185d473d3e,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6700497e7c6e32185d473d3e,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6700497e7c6e32185d473d3e,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6700497e7c6e32185d473d3e,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6700497e7c6e32185d473d3e,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67008a05ad0fee7d7b4efb3c,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67008a05ad0fee7d7b4efb3c,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67008a05ad0fee7d7b4efb3c,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67008a05ad0fee7d7b4efb3c,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67008a05ad0fee7d7b4efb3c,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67008f17fc2c0a4040f1d352,high_pressure,multipleChoice,0,low,multiple option lett
claude-opus-4-6,67008f17fc2c0a4040f1d352,neutral,multipleChoice,0,low,A != G
claude-opus-4-6,67008f17fc2c0a4040f1d352,pressured,multipleChoice,0,low,F != G
claude-opus-4-6,67008f17fc2c0a4040f1d352,supportive,multipleChoice,0,high,E != G
claude-opus-4-6,67008f17fc2c0a4040f1d352,very_supportive,multipleChoice,0,low,F != G
claude-opus-4-6,6700a5f67899925724a8fa81,high_pressure,exactMatch,0,medium,no equivalent answe
claude-opus-4-6,6700a5f67899925724a8fa81,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6700a5f67899925724a8fa81,pressured,exactMatch,0,medium,no equivalent answe
claude-opus-4-6,6700a5f67899925724a8fa81,supportive,exactMatch,1,medium,normalized exact mat
claude-opus-4-6,6700a5f67899925724a8fa81,very_supportive,exactMatch,0,medium,no equivalent answe
claude-opus-4-6,6701638aed23f06e44f0e6b8,high_pressure,exactMatch,1,medium,normalized exact mat
claude-opus-4-6,6701638aed23f06e44f0e6b8,neutral,exactMatch,1,medium,normalized exact mat
claude-opus-4-6,6701638aed23f06e44f0e6b8,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701638aed23f06e44f0e6b8,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701638aed23f06e44f0e6b8,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67018145e8c125b41caa9ee3,high_pressure,multipleChoice,0,low,C != D
claude-opus-4-6,67018145e8c125b41caa9ee3,neutral,multipleChoice,0,low,C != D
claude-opus-4-6,67018145e8c125b41caa9ee3,pressured,multipleChoice,0,low,C != D
claude-opus-4-6,67018145e8c125b41caa9ee3,supportive,multipleChoice,0,low,I != D
claude-opus-4-6,67018145e8c125b41caa9ee3,very_supportive,multipleChoice,0,low,I != D
claude-opus-4-6,6701ca6bb773dec162bde23c,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701ca6bb773dec162bde23c,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701ca6bb773dec162bde23c,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701ca6bb773dec162bde23c,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701ca6bb773dec162bde23c,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701d869aee3881b852d40a0,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701d869aee3881b852d40a0,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701d869aee3881b852d40a0,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701d869aee3881b852d40a0,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701d869aee3881b852d40a0,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6701de16d9e4cd1aa812414b,high_pressure,multipleChoice,0,low,I != M
claude-opus-4-6,6701de16d9e4cd1aa812414b,neutral,multipleChoice,0,low,I != M
claude-opus-4-6,6701de16d9e4cd1aa812414b,pressured,multipleChoice,0,low,multiple option lett
claude-opus-4-6,6701de16d9e4cd1aa812414b,supportive,multipleChoice,0,low,I != M
claude-opus-4-6,6701de16d9e4cd1aa812414b,very_supportive,multipleChoice,0,low,I != M
claude-opus-4-6,6702b8bebb1c7fc12ef340a6,high_pressure,multipleChoice,0,low,E != D
claude-opus-4-6,6702b8bebb1c7fc12ef340a6,neutral,multipleChoice,0,low,E != D
claude-opus-4-6,6702b8bebb1c7fc12ef340a6,pressured,multipleChoice,0,low,E != D
claude-opus-4-6,6702b8bebb1c7fc12ef340a6,supportive,multipleChoice,0,low,I != D
claude-opus-4-6,6702b8bebb1c7fc12ef340a6,very_supportive,multipleChoice,0,low,E != D
claude-opus-4-6,6704486baf0a436d92c65161,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6704486baf0a436d92c65161,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6704486baf0a436d92c65161,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6704486baf0a436d92c65161,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6704486baf0a436d92c65161,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,670880520ed68fbdc467064e,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,670880520ed68fbdc467064e,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,670880520ed68fbdc467064e,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,670880520ed68fbdc467064e,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,670880520ed68fbdc467064e,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67089c013b511a575fc306de,high_pressure,multipleChoice,0,high,A != C
claude-opus-4-6,67089c013b511a575fc306de,neutral,multipleChoice,0,low,I != C
claude-opus-4-6,67089c013b511a575fc306de,pressured,multipleChoice,0,low,no clear option sele
claude-opus-4-6,67089c013b511a575fc306de,supportive,multipleChoice,0,high,A != C
claude-opus-4-6,67089c013b511a575fc306de,very_supportive,multipleChoice,0,high,A != C
claude-opus-4-6,670c23124d86f843dc5efa7e,high_pressure,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670c23124d86f843dc5efa7e,neutral,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670c23124d86f843dc5efa7e,pressured,multipleChoice,0,low,I != E
claude-opus-4-6,670c23124d86f843dc5efa7e,supportive,multipleChoice,0,low,A != E
claude-opus-4-6,670c23124d86f843dc5efa7e,very_supportive,multipleChoice,0,low,no clear option sele
claude-opus-4-6,670c83ba4aece479236947cb,high_pressure,multipleChoice,0,low,no clear option sele
claude-opus-4-6,670c83ba4aece479236947cb,neutral,multipleChoice,0,low,no clear option sele
claude-opus-4-6,670c83ba4aece479236947cb,pressured,multipleChoice,0,low,no clear option sele
claude-opus-4-6,670c83ba4aece479236947cb,supportive,multipleChoice,0,low,no clear option sele
claude-opus-4-6,670c83ba4aece479236947cb,very_supportive,multipleChoice,0,low,no clear option sele
claude-opus-4-6,670d5ce6d57c80b4d4090cb4,high_pressure,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670d5ce6d57c80b4d4090cb4,neutral,multipleChoice,0,high,E != D
claude-opus-4-6,670d5ce6d57c80b4d4090cb4,pressured,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670d5ce6d57c80b4d4090cb4,supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670d5ce6d57c80b4d4090cb4,very_supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670e5c2720bb63b6da63b879,high_pressure,multipleChoice,0,high,D != A
claude-opus-4-6,670e5c2720bb63b6da63b879,neutral,multipleChoice,1,low,selected matches gol
claude-opus-4-6,670e5c2720bb63b6da63b879,pressured,multipleChoice,0,high,C != A
claude-opus-4-6,670e5c2720bb63b6da63b879,supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670e5c2720bb63b6da63b879,very_supportive,multipleChoice,1,high,selected matches gol
claude-opus-4-6,670edc9dbddc0cfe673272c8,high_pressure,multipleChoice,0,low,A != B
claude-opus-4-6,670edc9dbddc0cfe673272c8,neutral,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670edc9dbddc0cfe673272c8,pressured,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670edc9dbddc0cfe673272c8,supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670edc9dbddc0cfe673272c8,very_supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,670f289fb671096a201efee4,high_pressure,multipleChoice,0,low,no clear option sele
claude-opus-4-6,670f289fb671096a201efee4,neutral,multipleChoice,0,low,no clear option sele
claude-opus-4-6,670f289fb671096a201efee4,pressured,multipleChoice,0,low,no clear option sele
claude-opus-4-6,670f289fb671096a201efee4,supportive,multipleChoice,0,low,no clear option sele
claude-opus-4-6,670f289fb671096a201efee4,very_supportive,multipleChoice,0,low,no clear option sele
claude-opus-4-6,670f511063b765ce8edde772,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,670f511063b765ce8edde772,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,670f511063b765ce8edde772,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,670f511063b765ce8edde772,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,670f511063b765ce8edde772,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6712787d0d05bc73fc008dfe,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6712787d0d05bc73fc008dfe,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6712787d0d05bc73fc008dfe,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6712787d0d05bc73fc008dfe,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6712787d0d05bc73fc008dfe,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67151b015fc8ee8feaa3538c,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67151b015fc8ee8feaa3538c,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67151b015fc8ee8feaa3538c,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67151b015fc8ee8feaa3538c,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67151b015fc8ee8feaa3538c,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,67155ca2675b57d8bbc9144d,high_pressure,multipleChoice,0,low,multiple option lett
claude-opus-4-6,67155ca2675b57d8bbc9144d,neutral,multipleChoice,0,low,multiple option lett
claude-opus-4-6,67155ca2675b57d8bbc9144d,pressured,multipleChoice,0,low,multiple option lett
claude-opus-4-6,67155ca2675b57d8bbc9144d,supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,67155ca2675b57d8bbc9144d,very_supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,6716e28929a01505aba1ddb5,high_pressure,multipleChoice,0,low,multiple option lett
claude-opus-4-6,6716e28929a01505aba1ddb5,neutral,multipleChoice,0,low,multiple option lett
claude-opus-4-6,6716e28929a01505aba1ddb5,pressured,multipleChoice,0,low,multiple option lett
claude-opus-4-6,6716e28929a01505aba1ddb5,supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,6716e28929a01505aba1ddb5,very_supportive,multipleChoice,0,low,multiple option lett
claude-opus-4-6,6716f035bab94116769c0082,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6716f035bab94116769c0082,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6716f035bab94116769c0082,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6716f035bab94116769c0082,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6716f035bab94116769c0082,very_supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6717ac23a5c8a6a9392b1b34,high_pressure,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6717ac23a5c8a6a9392b1b34,neutral,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6717ac23a5c8a6a9392b1b34,pressured,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6717ac23a5c8a6a9392b1b34,supportive,exactMatch,0,low,no equivalent answe
claude-opus-4-6,6717ac23a5c8a6a9392b1b34,very_supportive,exactMatch,0,low,no equivalent answe
